      w0,      w1,       x,       y,       z
    1932,      40,      19,      15,       8
     830,      90,      -2,      20,      18
    1692,      55,       9,      26,      11
    2298,     -15,      24,       1,      -3
    1068,      -5,      15,      10,      -1
    1056,     105,       3,      22,      21
     160,      45,       5,       6,       9
    2922,     -35,      25,      15,      -7
    1302,     -25,      18,       5,      -5
    2534,      15,      22,     -17,       3
     876,      80,      12,     -11,      16
    1272,     110,       6,      23,      22
    3512,     130,      19,      31,      26
    2610,      65,      18,      25,      13
    1440,      90,      14,      17,      18
     -48,      30,       0,      -1,       6
    2196,      75,      20,      16,      15
     288,      10,       9,       1,       2
    -176,     -75,       0,       0,     -15
      84,      60,       4,       3,      12
    5442,     -15,      21,      43,      -3
     -48,     -10,       3,       1,      -2
    2394,      25,      24,       5,       5
     -66,      -5,      -2,      -3,      -1
     454,      35,       3,      15,       7
    1164,     -20,      17,      -5,      -4
     478,     130,       5,      12,      26
    1522,      80,      17,      12,      16
    1688,     105,      19,      -8,      21
     544,     165,       9,       6,      33
     424,      30,       2,      15,       6
     964,     140,       0,      21,      28
    1514,      40,      19,       4,       8
     762,       0,       3,      20,       0
    1334,     135,      -2,      25,      27
    2152,      25,      23,       0,       5
    3666,      85,      24,      25,      17
    1362,      80,      -1,      26,      16
      52,     115,       0,       0,      23
       8,      10,       4,       1,       2
    1896,      85,      18,      16,      17
    1642,     100,      15,      18,      20
    1906,      20,      20,      12,       4
    2174,     115,      10,      29,      23
    1016,      10,      16,       1,       2
    1542,      15,      18,      11,       3
    1506,      60,      19,       0,      12
    2076,      55,      22,       6,      11
     156,      55,       6,       2,      11
     790,     155,      11,       9,      31
     174,      15,       0,      11,       3
    1100,      40,      -5,      23,       8
    1386,      40,      17,      10,       8
     504,      65,       0,      16,      13
    1494,      50,      19,       0,      10
    3568,      85,      29,       6,      17
    1068,     155,      15,       2,      31
     258,     -95,      10,       3,     -19
    2572,      55,       0,      36,      11
     668,      15,      13,       2,       3
      86,      35,       4,       5,       7
    4236,     175,      30,      14,      35
    1680,      65,       5,      28,      13
    1436,       0,      19,      -1,       0
     152,      25,       4,       8,       5
    2770,      45,      12,      33,       9
    2976,      30,      27,       1,       6
     298,      80,       8,       0,      16
     334,     -10,       9,       6,      -2
    1518,      55,      16,      15,      11
     320,     -55,     -11,       4,     -11
    1774,      35,      18,      15,       7
    1906,      60,      21,       6,      12
    2812,     140,      21,      21,      28
     -56,      10,       0,      -3,       2
     234,     100,       0,      10,      20
     198,      50,       2,      10,      10
     648,      85,     -13,      -2,      17
     460,      75,       6,     -12,      15
    1174,      70,      -3,      24,      14
     518,      35,       7,      13,       7
     138,      20,      -1,     -10,       4
     344,      65,       7,       8,      13
    1354,      60,      18,       0,      12
     452,     115,      -2,      14,      23
    2586,       0,     -10,      34,       0
    2004,       0,      -7,      31,       0
      60,      20,       2,       7,       4
    2196,     -25,      -1,      34,      -5
    1074,     120,      12,      14,      24
     924,      -5,     -13,      14,      -1
    1582,      10,      18,     -12,       2
    3630,      30,      29,      10,       6
    3076,      55,      26,      12,      11
     660,     100,       3,      17,      20
     120,       5,       6,       4,       1
    3474,      65,      25,      21,      13
     432,       5,       0,      16,       1
     928,     -50,      12,      15,     -10
    3108,      40,      26,      13,       8
    1134,      95,      16,       3,      19
     938,       5,      10,      17,       1
     164,      60,      -5,       7,      12
     914,      25,      13,     -11,       5
     -24,      45,      -1,       2,       9
     206,      70,       4,      -8,      14
    1166,     -30,      16,      10,      -6
    1584,      90,      14,      19,      18
    2838,      55,      26,       5,      11
     394,      25,       8,       9,       5
     426,     125,      -6,      11,      25
     462,     130,       9,       4,      26
    2526,     110,      20,      20,      22
    1710,      90,      20,      -2,      18
     978,     105,      14,       7,      21
    1956,      80,      21,      -7,      16
    1452,      95,      17,      10,      19
     766,      95,       8,      15,      19
    1992,      45,      17,      20,       9
    1802,      65,      16,      19,      13
    1036,      95,       9,      18,      19
     678,      30,       4,      18,       6
    2832,     -50,      24,      17,     -10
     -72,       5,       0,      -2,       1
     126,      10,       0,      10,       2
      90,      45,       2,       7,       9
     836,      75,      10,      14,      15
     102,      15,       1,       9,       3
     972,     -25,      15,       8,      -5
     228,      15,       1,     -12,       3
    2202,      60,      23,       2,      12
     632,      30,      10,      11,       6
    3686,      95,      25,      23,      19
    2586,      45,      25,       3,       9
    1366,     135,      14,      15,      27
    2790,      95,      14,      31,      19
      82,      60,       2,      -6,      12
    2298,      40,       8,      32,       8
     562,      65,      -6,      15,      13
     514,      65,       9,       9,      13
     930,      40,      15,      -2,       8
    1762,      25,      18,      15,       5
     -78,     -20,      -3,       2,      -4
    5850,      20,      37,      12,       4
     882,      65,       6,      19,      13
      96,      50,       2,       7,      10
    1926,      55,      21,       7,      11
    1908,      60,      20,      11,      12
    2802,      65,      26,      -1,      13
      70,      75,      -4,       3,      15
     574,     -25,      11,       9,      -5
      80,      45,       4,      -4,       9
     372,      55,       9,       4,      11
    1660,      20,      14,      21,       4
     212,      75,      -2,      10,      15
     888,      45,      11,      14,       9
     566,      70,      10,      -8,      14
     468,      55,       9,       8,      11
    2184,      50,      23,      -1,      10
    1944,      70,      18,      17,      14
     386,     105,       1,      13,      21
     930,       5,      15,      -5,       1
    1632,      65,       8,      26,      13
    2430,      70,      24,      -4,      14
     444,       0,      11,      -1,       0
    1582,      10,      18,      12,       2
     602,      80,       4,      16,      16
     564,      20,      11,       7,       4
    2400,      70,      24,       1,      14
     350,     190,       4,       8,      38
     780,      15,      14,      -2,       3
    1432,       5,      17,      12,       1
    2502,      50,      24,       8,      10
    1554,      60,       0,      28,      12
    1046,      10,      16,       4,       2
    1178,     120,      13,     -14,      24
    1420,      55,      18,       6,      11
     846,      70,      -4,      20,      14
     366,      55,      -8,       9,      11
    3210,      25,      27,      11,       5
    3210,      40,      25,      18,       8
    1464,      70,      18,       7,      14
    1044,      20,      16,       3,       4
    1210,     100,      11,      18,      20
    1524,      15,      12,      22,       3
    1990,      55,      21,       9,      11
     492,     100,       9,       7,      20
    1288,      85,       5,      24,      17
      74,      40,      -5,       4,       8
    2534,     110,     -20,      22,      22
      90,      40,      -1,       8,       8
     218,      80,       1,      10,      16
     750,     -10,      14,      -2,      -2
     308,      40,       1,      13,       8
     652,     115,      11,       6,      23
     366,      55,       3,      13,      11
     474,      20,       2,      16,       4
    4720,     -15,      27,      30,      -3
     496,      70,      -4,      15,      14
    1674,      60,      20,      -2,      12
    1380,      55,      18,      -4,      11
     386,     125,       4,      11,      25
    1540,     -45,      20,       0,      -9
    2812,      35,      23,      18,       7
    1026,     -40,       1,      24,      -8
    2298,      65,      23,       7,      13
     134,      90,       4,       4,      18
    1956,     -25,      20,      14,      -5
     690,      25,      13,       3,       5
     -46,       0,       1,       4,       0
     762,      80,       9,      14,      16
    1940,       0,      22,      -1,       0
     704,     -15,      -2,      20,      -3
    4056,      50,      24,      29,      10
    2274,      85,      20,      17,      17
     182,     130,       4,       4,      26
     384,      25,       3,      14,       5
    1456,     130,      17,       9,      26
    1178,     105,      16,      -5,      21
     264,     -10,       5,      11,      -2
     154,     100,       5,       0,      20
     746,      80,      13,       2,      16
     674,     -35,       4,      19,      -7
    1514,      60,      13,      20,      12
     640,      25,       3,      18,       5
    3106,      85,      23,      21,      17
    1370,      40,      10,      22,       8
    1056,      45,      -9,      20,       9
     902,     -85,      16,       1,     -17
     816,      85,       0,      20,      17
    2148,     135,      20,     -14,      27
    1932,       0,      15,      23,       0
     300,     140,       5,      -7,      28
     556,      80,      11,       3,      16
    1114,     200,      15,       0,      40
     360,     105,       5,      10,      21
    1872,     125,      20,       8,      25
    2078,      15,       7,      31,       3
     754,       0,      14,       0,       0
      66,     -20,       3,       8,      -4
    1806,      10,      21,       4,       2
    1884,       0,      16,      21,       0
    2470,      50,      23,      12,      10
    2808,      30,      -6,      37,       6
    5994,      20,      33,      28,       4
    2286,      55,      12,      29,      11
    2804,      75,      25,      10,      15
    2320,      90,       5,      33,      18
    1374,      -5,      18,       7,      -1
     632,      30,      10,      11,       6
     864,     185,      13,       0,      37
     698,      45,      13,       1,       9
    1260,     -25,      16,      12,      -5
    1692,      55,       9,      26,      11
    1440,     145,      15,      14,      29
    1576,       5,      18,      12,       1
    1638,      10,      20,       4,       2
      26,      25,       4,       1,       5
    2244,      60,      20,      17,      12
     -42,      10,       0,       4,       2
     300,      20,       9,       1,       4
    1788,      -5,      13,      24,      -1
    2428,      15,      21,      18,       3
      30,     -50,       3,       8,     -10
    2624,      85,      25,       2,      17
     160,      90,       5,       3,      18
    1068,     -20,      -6,      23,      -4
     734,     115,     -11,      11,      23
    1152,      10,      17,       1,       2
     300,     115,       3,      10,      23
     456,      45,       9,       8,       9
     704,      50,      13,       1,      10
     606,      30,     -13,       4,       6
    2122,     165,     -22,       9,      33
     488,      90,       7,      11,      18
    1672,       5,      20,       6,       1
    3072,     105,      27,       2,      21
    3164,      -5,      28,       2,      -1
     -20,      55,       0,       0,      11
    1200,      50,      17,       1,      10
     928,      10,       5,      21,       2
    2640,      45,      22,      18,       9
     774,      90,       9,      14,      18
    3570,      45,      27,      17,       9
     484,      95,       6,      12,      19
    1520,      90,      10,      23,      18
    1506,      20,      18,      10,       4
    1340,      80,      16,      11,      16
     274,       0,       8,       6,       0
    2192,      45,      22,      10,       9
    2942,      75,      25,      13,      15
     438,      55,      -2,      15,      11
     202,      85,       6,       3,      17
    3488,     -10,      28,      13,      -2
    1494,      35,      19,       3,       7
     384,      50,      -7,      11,      10
     330,     -80,      10,       6,     -16
     746,      80,      -8,      16,      16
    1144,     -50,      14,      15,     -10
    2454,      95,      21,      17,      19
    2512,     105,      24,       6,      21
     828,      40,      11,      13,       8
     630,     115,       0,      17,      23
     282,     165,      -6,       5,      33
    2674,     -40,      26,       0,      -8
    1440,      50,      18,      -7,      10
     990,      50,      12,      14,      10
     914,     -40,      -5,      22,      -8
     384,      65,       0,      14,      13
    1040,     145,      10,      16,      29
      48,      30,       0,      -7,       6
    1122,      40,      15,      10,       8
     330,     125,       6,       7,      25
     738,      80,      11,      10,      16
     184,      25,       6,       6,       5
      36,      95,      -1,       2,      19
    1040,      50,      13,      13,      10
    1966,      30,      18,      18,       6
    2196,      80,      21,     -13,      16
    3762,     105,      30,       1,      21
    1036,     175,      12,      12,      35
    4492,      55,      32,      12,      11
    6066,      20,      38,      10,       4
     438,      -5,      11,      -1,      -1
     492,      40,       4,      15,       8
    1242,     105,      15,      11,      21
    1156,     100,      15,      -9,      20
    2946,       0,      10,      36,       0
    2424,      10,      24,       7,       2
       4,      35,       3,       0,       7
    3308,      15,      22,     -26,       3
     118,     155,       0,       3,      31
    4070,      70,      22,      32,      14
      36,     100,       0,      -1,      20
    1518,      90,      18,       8,      18
    3120,      25,      23,      22,       5
     180,      75,       6,      -2,      15
    1106,      60,      13,      14,      12
