      w0,      w1,       x,       y,       z
     236,     238,      10,      28,      10
     110,     166,       2,       9,      16
     210,     128,      11,      12,       8
     254,      85,      16,      13,       1
     154,     175,       6,      21,       7
      -6,     108,      -3,      18,       0
     148,      95,       7,       3,      11
      34,     104,      -1,       8,       8
     314,      57,      20,      -1,       9
     104,     111,       3,       1,      15
     458,     143,      28,      11,      11
     242,     189,      11,      14,      15
     326,      96,      21,      16,       0
     242,      56,      15,       0,       8
      20,     -54,       2,     -16,       6
     156,      -6,      12,       6,      -6
      58,      46,       4,      17,      -8
     526,     110,      34,       9,       8
     256,      88,      15,       3,      10
     336,     325,      14,      32,      19
     100,      60,       5,       3,       6
      24,      79,      -1,       5,       7
     -16,     124,      -6,       2,      16
     356,     230,      19,      29,       8
      86,     -35,       9,      14,     -17
      16,      90,      -1,      15,       0
    -128,     -11,      -9,      -3,       1
     160,     170,       5,       5,      20
     262,      86,      15,      -2,      14
     264,     112,      15,       7,      10
     188,     141,       9,      13,       9
     286,     229,      12,       9,      25
     -60,    -105,       0,       0,     -15
     -60,      94,      -7,      11,       4
     260,      80,      15,      -3,      14
     140,     251,       2,      22,      17
     128,      60,       7,       3,       6
     108,      92,       6,      20,      -4
     268,      75,      17,       9,       3
      14,      35,       1,      14,      -7
     200,      54,      13,       9,       0
     230,     200,      10,      17,      14
     492,     203,      29,      21,      11
      98,      29,       5,      -8,      11
     112,      44,       6,      -2,       8
     236,      86,      16,      26,     -10
      62,      57,       2,      -1,       9
     154,     342,       0,      29,      24
     440,      82,      29,       9,       4
     102,     -72,       9,     -12,       0
     344,      41,      23,       1,       5
     392,     216,      20,       8,      24
     264,     284,       9,      17,      26
     116,      76,       6,       8,       4
     618,     249,      35,      10,      27
     206,     163,      10,      19,       7
     138,     132,       6,      15,       6
      40,      45,       0,     -10,      15
     320,     240,      15,      19,      18
      26,      97,      -2,       1,      13
      38,     113,      -2,      -1,      17
     322,     236,      15,      16,      20
     532,     297,      27,      11,      33
     312,     260,      13,      13,      26
     126,     273,       0,      21,      21
      88,      78,       3,      -1,      12
      16,     -29,       1,     -13,       7
     120,      66,       7,      11,       0
     184,     -19,      13,      -9,       5
     256,     221,      11,      17,      17
     348,     117,      21,       9,       9
     308,     142,      16,      -2,      22
     348,     129,      20,       4,      15
     242,     150,      13,      18,       6
     -48,      63,      -6,       0,       9
     280,     209,      13,      15,      17
     278,     210,      12,       7,      24
     172,     228,       4,      10,      24
     192,     192,       7,      11,      18
       8,     -57,       3,       1,      -9
     324,     124,      19,       9,      10
      92,      63,       4,       0,       9
     314,     141,      18,      13,       9
     -40,      21,      -3,       7,      -3
      -6,     181,      -7,       8,      19
     426,     222,      23,      16,      18
      16,      65,      -1,       5,       5
     420,     150,      25,      11,      12
     274,      66,      18,      11,       0
     248,     143,      13,      11,      11
     386,     117,      23,       2,      15
     414,     199,      24,      25,       7
     -40,      18,      -4,      -4,       6
     -50,      48,      -4,      15,      -6
     -78,      40,      -7,       2,       4
     224,      83,      12,      -6,      17
     372,     123,      24,      24,      -3
     170,     186,       7,      24,       6
     234,     264,       9,      30,      12
     248,     187,      11,       9,      19
     260,     117,      14,       2,      15
      92,      14,       6,       0,       2
     342,     200,      18,      17,      14
     162,     127,       7,       6,      13
      70,     180,       0,      23,       6
     352,     308,      14,      14,      32
     190,      41,      12,       1,       5
     230,     239,       8,      13,      23
     340,     108,      21,      11,       6
     284,      88,      17,       3,      10
     198,     333,       3,      24,      27
     164,     195,       6,      22,       9
     324,      55,      21,       1,       7
     266,     275,       9,      12,      29
     328,      57,      21,      -1,       9
     248,     108,      13,      -3,      18
     310,      28,      21,       0,       4
     106,      63,       5,       0,       9
     146,      65,       9,      12,      -1
    -138,       8,     -11,      -8,       8
      46,     218,      -5,       6,      26
      60,      49,       3,       7,       1
     140,     312,      -1,      17,      30
     -42,      64,      -5,       6,       4
       4,      15,       1,      13,      -9
     152,      77,       7,      -7,      17
      70,      22,       4,      -1,       4
      98,     184,       0,       5,      22
     250,     264,       8,       9,      30
     282,     245,      13,      28,      11
     146,     141,       6,      13,       9
     132,     -12,       9,      -9,       6
     412,     384,      16,      22,      36
     134,     165,       6,      31,      -3
     348,     240,      17,      19,      18
     258,     126,      14,       7,      12
     -72,      41,      -6,       8,      -1
      78,      68,       3,       2,       8
     230,     217,       9,      14,      19
     232,     336,       5,      21,      30
      98,     -57,       8,     -13,       3
     238,      59,      15,       4,       5
     268,     109,      15,       3,      13
     418,     164,      25,      18,       8
     154,      66,       8,      -3,      12
     362,      36,      25,       6,       0
     110,      -1,       8,       1,      -1
     330,     220,      15,       4,      28
      64,     -18,       5,      -3,       0
     122,      59,       6,      -3,      11
     148,     105,       7,       7,       9
     166,      13,      10,     -13,      13
     214,      83,      12,       1,      11
      42,      76,       0,       1,      10
     134,     132,       5,       8,      12
     104,     242,       0,      24,      14
     132,     207,       2,      10,      21
     166,     257,       3,      16,      23
     194,     196,       8,      21,      10
     260,     258,      11,      29,      12
     278,     116,      14,     -11,      26
     304,     153,      17,      15,       9
     108,     -12,       8,      -2,       0
     446,     163,      25,      -2,      25
     556,     241,      31,      11,      25
      56,      94,       2,      18,      -2
      66,     116,       1,      10,       8
     158,      81,       9,      10,       3
     400,      78,      26,       6,       6
     330,      95,      20,       3,      11
     338,     161,      19,      14,      11
     334,     353,      12,      25,      29
     298,      98,      18,       7,       8
     110,     -21,       8,      -7,       3
     188,     259,       5,      21,      19
     438,     175,      27,      28,       1
     300,      75,      20,      16,      -3
      64,     120,       1,      13,       6
     272,      45,      18,       4,       3
     194,      92,      10,      -1,      14
     126,     190,       4,      27,       4
     134,     203,       2,       7,      23
     266,     143,      15,      18,       5
     -42,      59,      -5,       4,       5
     220,      15,      15,      -1,       3
     246,     139,      12,       1,      19
      90,      94,       3,       4,      10
     100,     115,       5,      25,      -5
     336,     155,      19,      13,      11
     378,     258,      18,      15,      24
     172,     -28,      12,     -14,       8
      60,     130,       0,      10,      10
     202,     159,      11,      30,      -3
     648,       0,      47,       7,      -6
     170,      48,      11,       8,       0
     306,     119,      17,       0,      17
     110,      68,       6,       9,       2
     -88,    -124,       0,      12,     -28
     266,     145,      14,       9,      13
      60,     -48,       4,     -22,      12
     174,     134,       9,      20,       2
     136,      79,       7,       5,       7
      54,     151,      -2,       3,      19
      42,     130,      -2,       3,      16
     320,     348,      11,      23,      30
     282,      60,      18,       3,       6
     252,      42,      17,       7,       0
     112,     120,       3,      -1,      18
      22,      98,      -1,      14,       2
     268,     141,      14,       6,      15
      54,     169,      -1,      20,       7
     -54,     141,      -9,       6,      15
     104,     148,       2,       6,      16
      16,     144,      -3,      17,       6
     266,     -47,      20,      -9,       1
     160,     126,       7,       7,      12
      88,      43,       3,     -15,      19
      58,      26,       4,       9,      -4
     278,     144,      15,      10,      12
     -50,    -172,       1,     -24,      -4
     182,     118,       9,       8,      10
     -24,     238,     -10,      14,      22
     392,      59,      26,       4,       5
     238,      89,      15,      16,      -1
     332,     261,      15,      19,      21
     262,      96,      15,       2,      12
     174,     114,       9,      12,       6
     416,      60,      29,      17,      -6
     240,      53,      16,      10,      -1
     104,      92,       5,      13,       2
     310,     186,      17,      24,       6
     358,     100,      22,       5,      10
     120,      24,       8,       4,       0
     320,     132,      19,      15,       6
     452,     159,      26,       2,      21
     392,     115,      23,      -3,      19
     570,     320,      30,      23,      26
      42,      40,       3,      16,      -8
      86,     220,      -1,      18,      16
     264,      85,      16,       6,       7
     176,     214,       7,      31,       4
     228,     216,       9,      15,      18
     188,     158,       8,      10,      14
     128,     -56,      10,     -14,       4
      26,     -18,       3,       4,      -6
     258,     156,      14,      19,       6
       0,      27,      -1,       1,       3
     528,     133,      33,       7,      13
     242,      56,      15,       0,       8
     444,     135,      26,      -2,      21
      46,      86,       1,      12,       2
     -50,     276,     -13,      18,      24
     110,     230,       0,      15,      20
       8,     211,      -6,      20,      13
     210,     118,      11,       8,      10
     164,      77,      10,      14,      -1
     148,     105,       7,       7,       9
     216,      60,      14,      10,       0
     112,      96,       5,       9,       6
    -120,      67,     -11,       3,       7
     114,     112,       5,      14,       4
     268,     149,      15,      19,       5
     -46,     141,      -7,      20,       3
     438,     213,      23,       4,      27
     322,      69,      21,       8,       3
     254,     168,      12,       7,      18
      98,     -54,       9,      -2,      -6
     126,      69,       7,       8,       3
     100,      89,       3,      -5,      17
     262,     318,       9,      32,      18
     418,      78,      28,      13,       0
      60,       2,       4,      -2,       2
      78,     -33,       6,      -9,       3
     248,     131,      14,      16,       5
     156,     170,       4,      -2,      26
      98,     158,       3,      24,       2
     280,      49,      18,       0,       7
     464,     291,      23,      17,      27
     122,     234,       1,      18,      18
     228,     -37,      18,       2,      -7
     200,     106,      12,      20,      -2
     438,     215,      22,      -5,      35
     172,     100,       8,      -2,      16
     114,      28,       7,       0,       4
     324,     -21,      24,       0,      -3
      28,      64,       0,       6,       4
     340,      66,      22,       4,       6
     350,     249,      18,      31,       9
      90,     276,      -3,      18,      24
     262,     136,      15,      18,       4
     -66,     105,      -9,       0,      15
     264,      85,      16,       6,       7
     246,     312,       8,      31,      18
     176,     115,       9,      11,       7
     124,     297,       0,      32,      15
     182,     168,       9,      28,       0
     246,      73,      15,       4,       7
     352,      90,      23,      15,       0
     146,      63,      10,      21,      -9
     480,     267,      24,       6,      33
      60,      12,       4,       2,       0
     344,     322,      15,      35,      16
     210,     140,      10,       7,      14
     240,     159,      13,      23,       3
      32,      30,       3,      19,     -12
     318,     118,      18,       1,      16
     204,     277,       5,      17,      25
     244,     121,      13,       5,      13
     108,     165,       2,      10,      15
     442,      22,      32,      13,      -8
     358,      11,      24,     -11,      11
      50,      84,       3,      28,     -12
     178,     121,       9,      12,       7
     388,     114,      25,      19,       0
     172,     118,       9,      15,       4
     400,     287,      19,      21,      23
      32,      49,       1,       7,       1
     318,     246,      14,      13,      24
     114,     180,       1,       2,      24
     166,     166,       6,       9,      16
     108,     286,      -1,      29,      16
     -10,      44,      -2,       5,       2
      60,      76,       2,       8,       4
     268,      41,      19,      15,      -7
     394,     233,      22,      33,       5
     172,      54,      11,       9,       0
     300,      86,      17,      -9,      20
      62,      70,       3,      14,      -2
     140,      81,       7,       3,       9
     332,     -24,      25,       3,      -6
      46,      73,       0,      -3,      13
       4,     203,      -8,       0,      29
     -36,     -68,       0,      -2,      -8
     214,     101,      13,      18,      -1
     318,     170,      17,      12,      14
      74,      56,       3,       0,       8
     -80,     177,     -11,      19,       9
     444,     286,      23,      29,      16
      66,     150,      -1,       4,      18
      56,     152,      -2,       2,      20
     154,     236,       3,      16,      20
     152,      36,      10,       6,       0
     352,      82,      22,       2,      10
      48,     104,       0,       8,       8
     274,      66,      18,      11,       0
     160,     286,       2,      22,      22
     298,     115,      17,       4,      13
      46,     148,       0,      27,      -2
     484,     250,      26,      16,      22
     202,     131,      10,       9,      11
     252,     182,      12,      14,      14
     498,     339,      25,      32,      21
     400,      50,      25,     -15,      20
       0,      81,      -3,       3,       9
     128,      97,       6,       8,       7
     244,      45,      16,       4,       3
     140,     280,       0,      14,      28
     156,      38,      10,       4,       2
      40,     149,      -2,      12,      11
     274,     211,      13,      20,      13
     312,     154,      16,       0,      22
     348,      95,      22,      10,       5
     152,      90,       8,       8,       6
     278,     120,      17,      20,       0
     526,      95,      34,       3,      11
     -22,     -41,       0,      -1,      -5
     266,      42,      18,       7,       0
     140,      59,       8,       4,       5
     248,     180,      12,      16,      12
     354,      15,      26,      13,      -9
     442,     351,      20,      27,      27
     456,     122,      28,       4,      14
     522,     233,      29,      12,      23
     374,     175,      21,      14,      13
     144,      37,      10,      12,      -5
      42,     221,      -5,      10,      23
     212,      43,      14,       6,       1
     162,     198,       4,       5,      24
     336,     158,      20,      24,       2
    -110,     212,     -16,       5,      26
     384,     232,      20,      20,      16
     226,     198,      10,      19,      12
     160,      43,      11,      13,      -5
     204,     260,       6,      20,      20
     152,      26,      10,       2,       2
     122,     234,       1,      18,      18
