      w0,      w1,       x,       y,       z
     409,     829,      11,      19,      19
     949,    3079,      20,      -2,      10
      85,    -375,       0,       9,      17
     741,    1953,      16,      13,      23
    1061,    3525,      21,      15,      13
     481,    1459,      14,      16,       7
    1077,    3537,      21,      17,      15
      97,    -291,       3,       3,      14
      21,    -291,      -3,      19,       9
       1,    -195,      -6,       7,       2
     505,    1327,      14,      -6,      10
     653,    1959,      16,      14,      12
     329,     639,      10,      18,      15
     113,     147,       7,      12,       3
     345,      51,       7,      -4,      32
     181,     235,       8,       4,       7
     213,     259,       8,       8,      11
     313,     781,      11,      11,       7
     141,    -411,       0,       3,      24
     109,      -5,       5,      24,      10
     377,     865,      11,      25,      15
     293,    1011,      12,      16,      -2
     457,    1369,      14,       1,       4
    1357,    4659,      24,      16,      14
     169,     639,      10,      18,      -5
     133,     367,       8,      26,       1
    1821,    6399,      28,      18,      17
    1185,    4195,      23,       4,       5
     461,     933,      12,       3,      19
     -75,    -303,       0,      21,      -3
       9,    -245,       2,      20,       5
      57,    -417,      -2,       2,      14
     353,     733,      11,       3,      12
     305,     -39,       6,       1,      31
     525,    2287,      17,      22,     -13
    1945,    7335,      30,      14,       2
      33,    -225,      -5,      14,       8
     205,    -141,       4,      16,      25
     177,     633,      10,      17,      -4
     405,    1137,      13,       1,       5
     -43,    -117,       4,      20,      -6
     489,    1713,      15,      17,       0
     701,    1845,      16,      -5,      18
     113,    -455,      -1,      -3,      21
     105,      51,       7,      -4,       2
     525,    2263,      17,      18,     -13
     893,    3067,      20,      -4,       3
     945,    2823,      19,      10,      20
      33,     295,     -10,      14,      -7
    1153,    3855,      22,      10,      13
     429,    1041,      12,      21,      15
      13,    -357,       0,      12,       8
    2737,    9817,      35,     -19,      16
     153,      45,       6,      15,      12
      41,    -135,       3,      29,       7
     453,     975,      12,      10,      18
    1717,    6243,      28,      -8,       4
     601,    2523,      18,      12,     -13
     409,     751,      11,       6,      19
    1805,    6267,      28,      -4,      15
     -43,    -399,       1,       1,       0
      61,       7,      -7,      26,       7
     945,    2529,      18,      13,      30
     209,     117,       6,      27,      19
     361,     627,      10,      16,      19
     425,    1689,      15,      13,      -8
      33,    -147,      -5,      27,       8
     309,     975,      12,      10,       0
      13,    -309,       0,      20,       8
    -131,    -351,       0,      13,     -10
    1197,    4641,      24,      13,      -6
     345,     153,       7,      13,      32
     281,     585,      10,       9,       9
     137,     211,     -10,       0,       6
    1189,    3429,      21,      -1,      29
     605,    2089,     -19,     -11,       6
     957,    3121,      20,       5,      11
     621,     993,      12,      13,      39
      13,     -93,       4,      24,       1
     141,     447,       9,      14,      -3
    1005,    3187,      20,      16,      17
     229,     -47,       5,      17,      25
     645,    2311,      17,      26,       2
     273,     853,      11,      23,       2
      37,    -237,       4,       0,       4
     269,     459,       9,      16,      13
     133,     321,       9,      -7,      -4
     489,    1369,      14,       1,       8
     373,    1209,      13,      13,       1
    2825,   10117,      35,      31,      27
     169,    -297,      -5,       2,      25
     141,    -345,       0,      14,      24
     193,     639,      10,      18,      -2
     529,    1611,      15,       0,       5
     169,     277,     -10,      11,      10
      89,    -341,       2,       4,      15
     413,    1107,      13,      -4,       6
     -47,    -411,      -2,       3,       1
    1265,    3873,      22,      13,      27
      81,    -449,      -1,      -2,      17
    2681,   10069,      35,      23,       9
     265,     229,     -10,       3,      22
     121,     217,     -10,       1,       4
     437,     921,      12,       1,      16
     525,    1125,      13,      -1,      20
      41,    -237,      -5,      12,       9
     -47,    -401,      -1,       6,       1
     177,      -3,       6,       7,      15
      29,    -231,       4,       1,       3
     -11,    -375,       1,       5,       4
     349,    1245,     -15,      19,       5
     833,    2529,      18,      13,      16
     345,     745,      11,       5,      11
    2001,    7383,      30,      22,       9
      37,    -351,       0,      13,      11
     801,    2577,      18,      21,      12
     717,    1911,      16,       6,      20
    2137,    7779,      31,       4,      10
     117,     253,       8,       7,      -1
    1569,    5377,      26,      -3,      14
     701,    1869,      16,      -1,      18
      85,     319,       8,      18,      -5
     -95,    -381,      -2,       8,      -5
      89,    -425,      -1,       2,      18
     233,     211,     -10,       0,      18
     -75,    -429,       0,       0,      -3
    1097,    3885,      22,      15,       6
     505,    1809,      15,      33,       2
     189,    -299,      -4,      11,      29
       1,    -207,       3,      17,       2
      25,    -287,       2,      13,       7
    1365,    5019,      25,       8,       2
     277,     369,       9,       1,      14
      21,    -327,       1,      13,       8
     541,    1845,      16,      -5,      -2
     -27,    -279,       0,      25,       3
     433,    1611,      15,       0,      -7
    1793,    5461,      26,      11,      42
    1117,    4713,      24,      25,     -16
     209,     597,      10,      11,       0
     217,    -407,       2,      -7,      31
      97,     135,       7,      10,       1
     249,     621,      10,      15,       5
      37,    -393,       0,       6,      11
     817,    2451,      18,       0,      14
    1341,    4635,      24,      12,      12
     573,    1881,      16,       1,       2
      97,    -315,      -5,      -1,      16
      65,    -285,      -5,       4,      12
      17,     123,       6,      28,      -5
     865,    2781,      19,       3,      10
     265,     207,       7,      22,      22
     809,    2511,      18,      10,      13
      61,     -47,       5,      17,       4
     513,    1653,      15,       7,       3
      77,    -375,       0,       9,      16
     365,    1251,      13,      20,       0
     429,    1275,      13,      24,       8
     837,    3193,      20,      17,      -4
    1837,    6405,      28,      19,      19
     297,     667,      11,      -8,       5
     521,     787,      11,      12,      33
     481,    1447,      14,      14,       7
      49,    -341,      -1,      16,      13
     225,     633,      10,      17,       2
      29,    -309,       1,      16,       9
     693,    1875,      16,       0,      17
     265,     675,      10,      24,       7
      37,    -185,       5,      -6,       1
     721,    2535,      18,      14,       2
      69,    -107,      -7,       7,       8
    2241,    7875,      31,      20,      23
      33,    -347,       2,       3,       8
    1389,    4959,      25,      -2,       5
     521,     793,      11,      13,      33
      37,    -111,       4,      21,       4
     361,    -207,       3,      17,      47
    1033,    3879,      22,      14,      -2
     245,     -47,       5,      17,      27
     437,     963,      12,       8,      16
     221,    -183,       4,       9,      27
    1293,    4563,      24,       0,       6
     -11,    -255,       1,      25,       4
    1357,    4971,      25,       0,       1
     345,      51,       7,      -4,      32
     121,     243,       7,      28,       4
     449,     981,     -14,      11,      24
     -51,    -261,      -3,      24,       0
    1193,    4201,      23,       5,       6
    1525,    5013,      25,       7,      22
     505,    1561,      14,      33,      10
      57,     141,       7,      11,      -4
     237,     543,       9,      30,       9
     125,    -101,       5,       8,      12
    1861,    6297,      28,       1,      22
     389,     331,       8,      20,      33
     257,     603,      10,      12,       6
      93,     -45,       4,      32,      11
      37,    -405,       0,       4,      11
     -51,     153,      -8,      33,     -10
    2389,    8829,      33,       3,       8
     741,    2191,      17,       6,      14
     633,    2541,      18,      15,      -9
     717,    2001,      16,      21,      20
     445,    1275,      13,      24,      10
     565,    1917,      16,       7,       1
    1369,    4333,      23,      27,      28
     365,    1311,      13,      30,       0
    1201,    4243,      23,      12,       7
    1073,    2883,      19,      20,      36
    -155,     -59,      -7,      15,     -20
     121,    -273,       3,       6,      17
     429,     951,      12,       6,      15
    1437,    4641,      24,      13,      24
      37,      13,       5,      27,       1
     153,     -93,       6,      -8,      12
      25,    -237,      -6,       0,       5
      89,     153,       7,      13,       0
     -31,    -243,      -5,      11,       0
     597,    1233,      13,      17,      29
     285,     567,     -12,       6,      15
     965,    3043,      20,      -8,      12
     249,     465,      10,     -11,       5
    1169,    3831,      22,       6,      15
      33,    -381,      -2,       8,      11
     617,    1545,      15,     -11,      16
      17,    -381,      -2,       8,       9
    -147,    -417,       0,       2,     -12
     313,     739,      11,       4,       7
     173,      75,      -8,      20,      18
    1385,    5557,      26,      27,      -9
     925,    3115,      20,       4,       7
      81,     153,       7,      13,      -1
     389,    1215,      13,      14,       3
     389,    1143,      13,       2,       3
      49,    -159,       3,      25,       8
     189,     981,      12,      11,     -15
     481,    1483,      14,      20,       7
     -95,    -305,      -1,      22,      -5
      37,    -447,       0,      -3,      11
     881,    2817,      19,       9,      12
     345,     633,      10,      17,      17
     377,     727,      11,       2,      15
     869,    2203,      17,       8,      30
     101,    -471,       0,      -7,      19
       5,    -381,      -3,       4,       7
      33,      15,       6,      10,      -3
     205,     265,       8,       9,      10
    1133,    3091,      20,       0,      33
     793,    2883,      19,      20,       1
      29,    -153,       4,      14,       3
      73,    -387,       3,     -13,      11
     921,    2847,      19,      14,      17
    1293,    4569,      24,       1,       6
    1005,    3477,      21,       7,       6
     -75,    -429,       0,       0,      -3
     -79,    -321,      -5,      -2,      -6
     -71,    -371,      -1,      11,      -2
     177,    -315,      -5,      -1,      26
     769,    2931,      19,      28,      -2
     641,    1641,      15,       5,      19
    1589,    4971,      25,       0,      30
    3661,   13807,      41,      22,      13
      41,    -327,      -2,      17,      12
      85,    -177,       4,      10,      10
     249,     111,       7,       6,      20
     181,     435,       9,      12,       2
     197,     321,       9,      -7,       4
     -59,    -357,       0,      12,      -1
     253,     169,       8,      -7,      16
     133,    -369,       0,      10,      23
      57,    -255,      -5,       9,      11
     577,    1399,      14,       6,      19
      85,    -149,       5,       0,       7
     205,     199,       8,      -2,      10
     -43,    -375,      -3,       5,       1
    1381,    4551,      24,      -2,      17
     153,       9,       6,       9,      12
     405,     253,       8,       7,      35
     297,     667,      11,      -8,       5
     213,     411,       9,       8,       6
     525,    1023,      12,      18,      27
     137,    -219,       3,      15,      19
     717,    2185,      17,       5,      11
     317,     337,       8,      21,      24
     165,    -147,       4,      15,      20
     461,    1227,      13,      16,      12
    1429,    4635,      24,      12,      23
     881,    2643,      18,      32,      22
     137,     -15,       6,       5,      10
     253,     259,       8,       8,      16
     253,     229,       8,       3,      16
      81,    -213,       3,      16,      12
     -71,    -297,      -5,       2,      -5
    2161,    7815,      31,      10,      13
     -35,    -357,       0,      12,       2
     265,     123,       7,       8,      22
    -163,    -399,       1,       1,     -15
     317,     945,      12,       5,       1
      73,    -195,      -6,       7,      11
     949,    3127,      20,       6,      10
     897,    2829,      19,      11,      14
     337,     775,     -13,      10,      16
     -43,    -243,       0,      31,       1
     173,     357,       9,      -1,       1
     781,    1983,      16,      18,      28
      53,      -3,      -8,       7,       3
     557,    2013,      16,      23,       0
      57,     111,       6,      26,       0
    1977,    7251,      30,       0,       6
     285,     211,       8,       0,      20
      61,     -89,      -7,      10,       7
      77,    -159,       4,      13,       9
     905,    2835,      19,      12,      15
     393,     697,      11,      -3,      17
     705,    2901,      19,      23,     -10
     357,     969,      12,       9,       6
    1717,    6321,      28,       5,       4
    2281,    7815,      31,      10,      28
      77,    -195,       4,       7,       9
     -39,     -87,       6,      -7,     -12
     609,    1339,      14,      -4,      23
     -51,    -303,       0,      21,       0
    1033,    3873,      22,      13,      -2
     425,    1357,      14,      -1,       0
     129,     123,      -9,       8,       9
     201,     103,     -10,     -18,      14
     273,     165,       7,      15,      23
     761,    2901,      19,      23,      -3
     141,    -177,       4,      10,      17
    2009,    7371,      30,      20,      10
     113,    -345,       3,      -6,      16
     -91,    -315,       0,      19,      -5
     501,    1399,     -16,       6,      17
    1193,    4225,      23,       9,       6
     549,    1161,      13,       5,      23
      81,    -249,      -5,      10,      14
    1117,    3555,      21,      20,      20
     -99,    -387,       0,       7,      -6
     741,    2221,      17,      11,      14
     197,     735,     -12,      34,       4
     341,     555,       9,      32,      22
     145,      63,       6,      18,      11
     585,    1453,      14,      15,      20
     233,    -315,       3,      -1,      31
     841,    2475,      18,       4,      17
     429,    1227,      13,      16,       8
      45,    -399,      -3,       1,      12
     441,    1065,     -14,      25,      23
     625,    1755,      15,      24,      17
      61,     147,      -8,      32,       4
    1365,    4947,      25,      -4,       2
      29,    -417,       0,       2,      10
     113,     -33,       6,       2,       7
     249,     859,      11,      24,      -1
    2405,    8901,      33,      15,      10
    2301,    8299,      32,       4,      14
     529,     495,      10,      -6,      40
     209,    -213,       3,      16,      28
      73,     343,     -10,      22,      -2
     901,    3163,      20,      12,       4
     205,    -185,       5,      -6,      22
     345,     105,       7,       5,      32
      17,      93,       7,       3,      -9
