      w0,      w1,       x,       y,       z
     649,      12,      12,       9,      19
     125,      24,      24,       4,       6
    1796,       6,       6,      16,      13
     877,      20,      20,      10,      26
    1776,       1,       1,     -16,      13
       3,      10,      10,      -2,       8
    1006,     -10,     -10,      13,       0
    2096,      12,      12,      17,      18
    1713,      26,      26,      15,      19
     348,       7,       7,       8,       1
    3708,      -5,      -5,      23,      18
     961,       9,       9,      12,       6
     937,      12,      12,      12,       2
    2762,       9,       9,      20,       7
     287,      25,      25,       6,       8
     445,      11,      11,       8,      10
    4347,       7,       7,      25,       9
      92,       0,       0,      -5,       6
    1473,      19,      19,      14,      18
      92,      19,      19,       0,      17
    5435,       3,       3,      28,       8
    1949,       9,       9,      17,       3
    2147,      18,      18,      17,      21
    2537,      21,      21,      19,       7
    1887,      13,      13,     -16,      20
     299,      19,      19,      -6,      12
    1018,      23,      23,      11,      24
    4156,       9,       9,      24,      25
     658,      17,      17,     -10,       3
    2278,      21,      21,      18,       7
    5551,      -4,      -4,      28,      24
      18,      14,      14,      -3,       4
    1518,      20,      20,      15,       0
     999,      32,      32,      12,       0
    3250,       2,       2,      22,      -1
    1625,      15,      15,      16,     -10
    2638,       8,       8,      19,      24
     560,      10,      10,       9,      10
     846,      25,      25,      11,       4
    2042,       3,       3,      17,      16
     485,      16,      16,       9,      -1
    7593,      -7,      -7,      33,      15
      31,       6,       6,       3,       9
     -63,     -13,     -13,       3,       7
     959,      31,      31,      12,      -4
     614,      19,      19,       9,      12
    1948,       2,       2,      17,       6
     591,      25,      25,       8,      20
    1331,       6,       6,      14,       8
     661,      11,      11,      10,       6
    1263,      16,      16,      13,      17
    6215,      -5,      -5,      30,       8
    1065,      -2,      -2,     -13,       3
     -60,      13,      13,       1,       2
     493,      18,      18,       9,      -1
    4017,     -10,     -10,      24,      18
    1582,       9,       9,      15,      12
    3383,       6,       6,      22,      12
      65,       0,       0,      -4,      10
     202,       5,       5,       5,      16
     241,       8,       8,       5,      19
     804,      10,      10,      11,       6
     131,       4,       4,       6,       0
    9046,      21,      21,      36,       3
    4911,      34,      34,      26,      20
    1672,       9,       9,      15,      22
    2864,      10,      10,      21,     -14
    1568,      19,      19,      15,       6
     972,       5,       5,      12,       9
     659,      19,      19,       9,      17
    1592,      16,      16,      15,      10
     604,      -1,      -1,      10,       5
    3080,      10,      10,      21,      10
     982,     -15,     -15,     -12,      19
    2185,      18,      18,      18,      -2
      63,      23,      23,       3,       5
     215,       6,       6,      -4,      24
      -5,       8,       8,      -2,       8
     204,      11,      11,      -6,       5
     890,       0,       0,      11,      20
    3224,      28,      28,      21,      18
    1014,      13,      13,      11,      28
     826,      20,      20,      11,       4
    9161,      25,      25,      36,      14
    1813,      17,      17,      16,      10
     150,      10,      10,       5,       8
     366,      16,      16,       8,      -1
     303,       4,       4,       7,       9
     895,      -1,      -1,      11,      21
       2,       0,       0,       4,       3
     -10,      16,      16,       3,       0
     123,       1,       1,      -5,       9
    5217,      29,      29,      27,      15
    4180,       6,       6,      24,      29
     574,       0,       0,       9,      16
    1371,      25,      25,      13,      25
     347,      13,      13,       6,      20
    1020,      17,      17,      12,       9
     974,      19,      19,      12,       3
    1047,      -2,      -2,      13,       1
     412,      18,      18,       6,      25
    2221,       9,       9,      18,       6
    2127,       4,       4,      17,      25
     458,       7,       7,       9,       0
      89,      15,      15,      -5,      -1
    4132,       3,       3,      24,      25
    1703,       3,       3,      16,       4
    2092,      11,      11,      17,      18
    1772,       9,       9,      16,       9
     619,      18,      18,       9,      13
      -9,      16,      16,      -2,       4
    1740,      17,      17,      15,      26
    3500,      15,      15,      22,      21
    1837,      14,      14,      16,      14
     -28,       9,       9,      -2,       5
    1279,     -25,     -25,      14,      16
     620,      -2,      -2,       9,      22
     698,       9,       9,      10,      11
    3681,       4,       4,      23,      11
     166,      14,      14,       4,      15
     696,      -5,      -5,      10,      17
      26,       0,       0,       2,      15
    2587,      11,      11,      19,      17
     -12,      28,      28,       4,     -11
    1278,      13,      13,      14,      -1
    8457,       7,       7,      35,      -1
     967,       6,       6,      12,       8
     -27,      16,      16,       2,       2
     234,      22,      22,      -5,      12
     109,       5,       5,       2,      22
      -9,      14,      14,       0,       8
     304,      26,      26,       4,      25
    5097,       8,       8,      27,      11
    1075,      23,      23,      13,      -7
    2645,      12,      12,      19,      23
     376,       5,       5,       8,       5
     357,      11,      11,       6,      22
      74,       6,       6,      -1,      20
    2779,      11,      11,      20,       8
     326,       1,       1,       6,      23
    2602,      17,      17,     -19,      16
     482,      24,      24,       7,      20
    3707,      -3,      -3,      23,      17
      58,      24,      24,       3,       4
     248,      31,      31,       6,       1
     980,       7,       7,      12,       9
    1765,      -4,      -4,      16,      14
    1637,      -2,      -2,      15,      23
    1576,       3,       3,      15,      14
    4217,      22,      22,      24,      26
     723,      10,      10,      11,      -3
     212,       3,       3,       5,      18
     937,      23,      23,      11,      15
    6360,      11,      11,      30,      17
      85,       6,       6,       3,      15
      78,      -7,      -7,      -6,      -1
     -36,       7,       7,       2,       5
      92,      19,      19,       0,      17
     105,       1,       1,       4,      14
     221,       4,       4,       6,      10
     111,      10,      10,       7,     -15
     260,      24,      24,       5,      14
    2041,       5,       5,      17,      15
    3679,       8,       8,      23,       9
     590,      13,      13,       9,      12
    7070,       3,       3,      32,       3
     222,      10,      10,      -5,      16
     950,      13,      13,      12,       3
     348,      -2,      -2,       8,       5
    3153,      17,      17,      21,      15
     139,      14,      14,      -4,      12
     -43,      21,      21,      -2,      -2
     221,      21,      21,       4,      18
    -171,      -2,      -2,      -2,      -6
     304,       9,       9,       6,      17
    4329,      -2,      -2,      25,      11
    1299,      16,      16,      14,       0
    2081,      15,      15,      17,      15
     129,       8,       8,       0,      26
    3656,       9,       9,      23,       6
     145,      30,      30,       0,      18
     -10,       7,       7,       0,      11
     509,       6,       6,       7,      31
     443,       6,       6,       8,      12
     527,      13,      13,       9,       5
     931,      -1,      -1,      11,      25
     464,       4,       4,       9,       2
    1477,       3,       3,      15,       3
    1300,       5,       5,      14,       5
     396,       1,       1,      -8,       9
     637,      23,      23,       8,      26
      31,      29,      29,       1,       5
      -6,      -1,      -1,       0,      15
    4293,      -2,      -2,      25,       7
     239,      -3,      -3,       7,       5
    1149,       1,       1,      14,     -10
     200,       0,       0,      -5,      18
    2703,      10,      10,      20,       0
    1126,      11,      11,     -13,       4
    2075,      18,      18,      17,      13
     533,      10,      10,      -9,       7
     633,      17,      17,       9,      15
    2764,      14,      14,      20,       5
     605,       6,       6,      10,       2
    4152,       1,       1,      25,     -10
     138,       7,       7,       5,       8
      24,      -2,      -2,      -1,      18
     184,      14,      14,       4,      17
     887,      15,      15,      11,      13
    2390,       0,       0,      19,       0
      62,       0,       0,      -2,      19
    -109,      16,      16,       0,      -4
    2338,      27,      27,      18,      11
    1867,      -1,      -1,      16,      24
    3058,      18,      18,      21,       4
     706,      24,      24,       9,      20
    2029,      11,      11,      17,      11
     -44,      12,      12,      -3,      -2
     241,       8,       8,       5,      19
      42,      -8,      -8,       4,      11
     685,      14,      14,      11,      -9
    5395,       2,       2,      28,       4
     284,      22,      22,       0,      37
     -55,       7,       7,       0,       6
    -159,     -10,     -10,       0,       2
      84,      -1,      -1,       3,      18
    1445,      12,      12,     -14,      18
     462,      10,      10,       7,      24
    1585,       3,       3,      15,      15
     257,       6,       6,       7,       3
    3094,       9,       9,      21,      12
      71,       6,       6,      -5,       1
    2937,      -1,      -1,      21,      -1
      29,      10,      10,      -3,       7
    -132,       8,       8,       0,      -3
    5552,       3,       3,      28,      21
    1158,      19,      19,      13,       4
    5100,      20,      20,      27,       6
     -45,      -8,      -8,      -1,      13
    1615,      24,      24,     -15,       9
    1689,      13,      13,      16,      -2
    2553,      16,      16,      19,      11
     312,      11,      11,       6,      17
     -20,      17,      17,      -4,      -7
     158,       6,       6,       7,      -8
      10,      11,      11,      -5,      -8
    1068,      10,      10,      13,      -2
    2050,       9,       9,      18,     -13
     311,       6,       6,       7,       9
    4885,       9,       9,      27,     -13
     572,      13,      13,       9,      10
     188,       6,       6,       5,      14
    1372,      -4,      -4,     -14,      17
    1126,      30,      30,      12,      15
    1762,      18,      18,      15,      28
     312,       7,       7,       8,      -3
    1905,       7,       7,      17,      -1
     -14,      20,      20,       1,       4
      87,      11,      11,       0,      20
     -11,       9,       9,       3,       3
    3450,      25,      25,      22,      11
     577,      12,      12,       9,      11
    3624,      19,      19,      23,      -2
    2356,      18,      18,      18,      17
    1505,       0,       0,      14,      30
     499,      20,      20,       8,      12
    3010,      -3,      -3,      21,       8
    1083,      17,      17,      12,      16
    4489,      11,      11,      25,      23
     426,      31,      31,       8,      -1
    6355,       3,       3,      30,      20
     907,       9,       9,      12,       0
     706,      24,      24,       9,      20
      74,      12,      12,      -2,      15
     538,       0,       0,       9,      12
    2362,      15,      15,      18,      19
    6213,       8,       8,      30,       2
    3788,       6,       6,      23,      22
     502,      14,      14,       8,      15
    1486,      12,      12,      15,       0
     270,       7,       7,       2,      39
     650,     -15,     -15,      11,       0
    7085,      18,      18,      31,      47
    1901,      12,      12,     -16,      22
    3345,      10,      10,      22,       6
    6734,       0,       0,      31,      16
    2197,      12,      12,      18,       2
    1817,      18,      18,     -16,      10
      23,      -5,      -5,       3,      13
     231,      -5,      -5,       7,       5
     604,      26,      26,      10,      -7
    2169,      28,      28,      17,      19
    2162,     -26,     -26,      18,      15
    -131,      15,      15,       0,      -6
    3566,       0,       0,      23,       0
     161,      16,      16,       3,      19
     377,       9,       9,       7,      15
    1898,      27,      27,      16,      15
    2139,       7,       7,      17,      25
     836,       9,       9,      11,      10
    1429,       0,       0,      15,      -1
     169,       0,       0,       6,       6
    7543,      21,      21,      33,      -3
     421,      -4,      -4,       8,      14
    2497,      20,      20,      19,       3
    3689,       6,       6,      23,      11
   11182,       5,       5,      40,      11
    1524,      25,      25,      14,      21
     201,       1,       1,       7,      -1
     939,      -1,      -1,      12,       8
     939,       8,       8,      12,       4
    3621,      -2,      -2,      23,       7
    1406,       0,       0,      14,      19
      35,      -3,      -3,       4,       8
    1544,      13,      13,      15,       6
    1235,       0,       0,      13,      21
     941,      15,      15,      11,      19
    1086,      10,      10,      13,       0
    1550,      10,      10,      15,       8
     897,      -5,      -5,      11,      23
     192,      19,      19,       7,     -10
     725,       0,       0,      10,      18
    8955,      -4,      -4,      36,       4
     498,      13,      13,       8,      15
     193,      15,      15,      -6,       2
     352,      23,      23,       7,       6
       1,     -16,     -16,       4,      10
     422,     -11,     -11,       9,       4
     160,      -1,      -1,       5,      14
     576,      14,      14,       9,      10
    4807,      17,      17,      26,      16
     473,       0,       0,      -8,      18
     672,      11,      11,       9,      22
       5,      13,      13,       3,       3
      38,      24,      24,      -1,       8
     362,      18,      18,       5,      28
     975,      10,      10,      11,      25
    2076,      16,      16,      17,      14
      87,      20,      20,       0,      16
    2391,      20,      20,      18,      20
    -198,       7,       7,      -2,     -13
    3772,      11,      11,      23,      18
     460,      17,      17,       8,       9
     804,      17,      17,       9,      34
     320,      15,      15,      -7,       6
     522,      14,      14,       9,       4
     430,       0,       0,      -9,       0
   11809,      11,      11,      41,      15
     134,       9,       9,      -2,      23
    1150,      26,      26,      13,       0
    1428,       2,       2,      15,      -2
     398,      27,      27,       5,      28
    1070,      -3,      -3,      13,       4
    1645,      18,      18,      15,      15
     618,      -2,      -2,      10,       7
    6935,      30,      30,      31,      25
