      w0,      w1,       x,       y,       z
    5296,      48,       7,      24,      -7
     210,       4,      31,       2,       5
    1688,      24,      28,      12,       0
     261,       6,       8,       3,      14
    3336,      36,      17,      18,       8
     178,       4,      18,       2,       7
    1438,     -26,      13,     -13,       6
    1716,     -30,      33,     -15,      12
    1556,      26,       5,      13,      -4
    1504,      24,       7,      12,      11
    2188,      28,      19,      14,      12
     427,      10,       6,       5,      16
     311,       6,      14,       3,      16
    1626,      26,      -3,      13,      15
    7416,      56,      12,      28,       0
    1312,      22,      11,      11,       8
    3476,      38,       7,      19,       8
    2646,      36,     -18,      18,       9
    3943,      38,      24,      19,      19
    2348,      30,       9,      15,      17
    9590,      64,       6,      32,      17
      57,       2,       6,       1,       3
     458,       8,      19,       4,      20
    8832,      62,       1,      31,      15
     599,      14,       2,       7,      14
     807,      14,      14,       7,      24
    1166,      22,      19,      11,     -17
     956,      18,       7,       9,      15
    5556,      48,      12,      24,       6
     114,       2,       5,       1,       9
    2798,      34,       3,      17,      14
     753,      18,       4,       9,      -2
     726,      16,      11,       8,       4
    1508,      20,      29,      10,      26
     101,       6,       6,       3,      -1
    1081,      18,      22,       9,      11
     344,      10,       7,       5,       7
    2200,      28,      11,      14,      26
     923,      18,      14,       9,       4
    2889,      34,      12,      17,       6
    4170,      38,      41,      19,       6
    2250,      30,       5,      15,      14
    5886,      48,      22,      24,      13
     404,       8,       0,       4,      26
    1119,      18,      30,       9,       6
    1145,      22,      -8,      11,      16
    5076,      46,       9,      23,       9
    2542,      30,      21,      15,      16
     574,      14,       7,       7,       7
     290,       4,      11,       2,      21
     176,      -4,       6,      -2,      14
     996,      18,      17,       9,       8
     820,      18,       1,       9,       8
     186,       6,       5,       3,       8
     404,     -16,      12,      -8,     -10
     626,      16,       5,       8,       0
    1460,      24,       6,      12,       8
     166,       2,      -1,       1,      16
     546,      14,      15,       7,      -3
    4054,      42,       5,      21,      -3
    4396,      44,       0,      22,       4
     424,       8,      30,       4,      10
      72,       0,      -4,       0,       8
   12637,      74,       4,      37,      16
    1098,     -20,      14,     -10,      31
    2691,      34,       0,      17,       9
     317,      -6,       4,      -3,      24
     270,      12,     -13,       6,       5
    1301,      22,      14,      11,       3
    5068,      44,      28,      22,       4
     351,      -2,      32,      -1,      31
     456,      14,       5,       7,      -3
    3338,      38,      -1,      19,      11
     306,       0,       8,       0,      29
    3570,      40,      -5,      20,       8
    1828,      24,      28,      12,      14
     282,     -12,      33,      -6,       9
     294,      -6,       7,      -3,      22
    1314,      22,       5,      11,      16
    1257,      18,       8,       9,      44
     253,     -10,       4,      -5,       4
    8554,      62,      -5,      31,       7
    1664,      24,      22,      12,       6
     564,      14,      17,       7,      -3
     193,      -2,      24,      -1,      16
    1966,      26,      19,      13,      16
     492,      12,      11,       6,       8
     725,      14,      16,       7,      14
     919,      18,      10,       9,       8
     694,      18,     -15,       9,      13
     184,       8,       0,       4,       4
      60,       4,       1,       2,       2
      72,       4,       9,       2,       0
    7786,      56,      17,      28,      22
    9591,      62,      24,      31,      15
    1516,      26,      -5,      13,       7
    6918,      52,      28,      26,       5
    1626,      26,       5,      13,       3
     211,       6,       2,       3,      12
     106,      -2,      17,      -1,       8
     696,     -18,       9,      -9,       3
    2516,      32,      -1,      16,      23
    2250,      28,      16,      14,      23
    6081,      50,       8,      25,      24
     256,       6,       9,       3,      13
    1996,      26,      23,      13,      13
    1365,      22,      12,      11,      12
    2092,      28,      18,      14,       4
    1246,     -24,       6,     -12,       1
    3689,      42,     -20,      21,      18
    2632,      32,       6,      16,      22
    1508,      24,      13,      12,       3
    4104,      42,       5,      21,       2
    1456,      22,      19,      11,      12
    1796,      26,      -3,      13,      32
    1312,      22,       1,      11,      21
     150,       0,       5,       0,      14
    3505,      34,      36,      17,      22
     830,      14,      11,       7,      29
     -67,       2,      18,       1,     -13
    1020,      18,      21,       9,       6
    2799,      30,      42,      15,       6
     330,       0,      25,       0,      28
    3411,      38,       2,      19,      12
     638,      12,      23,       6,      13
   11404,      70,       7,      35,      12
     349,     -10,       2,      -5,      13
     876,      16,      14,       8,      16
    2448,      30,      19,      15,      10
    2969,      34,      12,      17,      14
     356,       2,      19,       1,      29
    6538,      52,      13,      26,       9
    3366,      36,      14,      18,      17
     118,       2,      13,       1,       7
     833,     -18,      -2,      -9,       9
     294,       8,       0,       4,      15
      48,       4,       8,       2,      -2
    3145,      34,      16,      17,      24
    3120,      34,      11,      17,      31
    2970,      34,      21,      17,      -3
    7196,      56,       1,      28,      11
     251,       6,      34,       3,       0
     433,      10,      14,       5,      11
     480,      12,       7,       6,      10
     140,       2,      17,       1,       8
     353,      -2,      24,      -1,      32
    1287,      22,       6,      11,      12
     228,       4,       8,       2,      16
    1948,      28,      -1,      14,      20
    5316,      46,      15,      23,      18
     316,       6,      23,       3,      12
    3606,      36,      28,      18,      13
     364,      -2,      25,      -1,      33
    1649,     -30,      22,     -15,      -9
    5940,      48,      21,      24,      21
    2186,      28,      22,      14,       7
     611,      14,      20,       7,      -1
    1614,      24,       2,      12,      29
     147,      -2,      -2,      -1,      14
    1626,      26,       7,      13,       0
    3385,      38,       6,      19,       1
    7853,      58,       4,      29,      16
    3106,      36,       7,      18,       5
      74,       0,       7,       0,       6
    4039,      42,       0,      21,       7
      18,       4,      13,       2,      -7
    4012,      40,      21,      20,      -5
     776,      16,      11,       8,       9
    6099,      50,      12,      25,      15
     101,       2,      24,       1,       2
     -34,       2,      19,       1,     -10
    2108,      30,      -1,      15,      10
     151,       6,      18,       3,      -2
    4606,      44,       0,      22,      25
    1236,     -24,       1,     -12,      -5
      89,      -2,      10,      -1,       7
    2156,      28,      17,      14,      12
     320,       8,      11,       4,      11
     192,     -10,      11,      -5,       0
    1067,      18,       8,       9,      25
   10486,      66,      13,      33,      23
    5366,      48,       7,      24,       0
    3286,      36,      10,      18,      17
     378,       4,      -2,       2,      35
     991,      18,      12,       9,      13
    1120,      20,       0,      10,      22
    1216,      20,      13,      10,      16
    1956,      28,       2,      14,      16
    4766,      46,       5,      23,     -12
    2372,      32,       1,      16,       5
    2039,      30,       2,      15,      -2
     285,     -10,       0,      -5,       6
    1074,     -22,       5,     -11,       3
    2042,      28,      13,      14,       7
     360,      -8,      37,      -4,      29
    2762,      32,      11,      16,      26
    5004,      44,      22,      22,      12
      95,      -2,      -4,      -1,       9
    1146,     -24,      27,     -12,      12
     596,      12,      24,       6,       8
      67,      -2,      28,      -1,       3
    2997,      34,      14,      17,      13
    6054,      52,      -5,      26,      11
    1382,      24,      -6,      12,      17
    2281,      30,       8,      15,      12
     852,     -22,      13,     -11,     -12
    1046,      16,      31,       8,      16
     486,     -14,       5,      -7,       7
    2860,      34,      11,      17,       5
     101,       6,       6,       3,      -1
     226,       6,      11,       3,       9
    1106,      16,      22,       8,      31
    1041,      22,      -6,      11,       3
     245,     -10,      30,      -5,      11
    1430,      22,      17,      11,      12
     406,      12,      14,       6,      -3
    1230,      22,       7,      11,       5
     328,       2,      13,       1,      28
      -2,       4,     -17,       2,       3
    2294,      28,      15,      14,      29
    1452,      24,       4,      12,      10
     166,      -4,       1,      -2,      13
     626,      14,       5,       7,      14
    9059,      62,      10,      31,       8
    2792,      30,      41,      15,       7
    1661,      26,       8,      13,       2
     761,      14,      20,       7,      14
     281,       6,      26,       3,       7
    1236,      16,      31,       8,      35
    1704,      22,      35,      11,      16
    2171,      26,      16,      13,      41
     786,      16,       8,       8,      13
    4740,      44,      11,      22,      12
    4166,      44,     -10,      22,       5
    1386,      24,      15,      12,     -12
     492,      12,      -4,       6,      20
    4668,      44,       8,      22,      12
     626,      14,       5,       7,      14
    4507,      42,      16,      21,      17
