      w0,      w1,       x,       y,       z
     -44,      44,       2,      13,       0
     108,     268,       4,       3,      20
     416,     217,       7,      13,       7
    1079,     391,      10,      25,      19
    5500,     626,      26,       7,       6
      29,     195,       6,     -17,       7
    1156,     282,      12,       9,       2
     934,     247,      10,      20,       3
     581,     316,       7,      24,      18
     278,     141,       6,      14,       1
     147,     254,       5,       1,      16
    1560,     425,      14,       4,      13
     -34,      35,       2,      16,      -1
    -124,     -67,      -1,      17,      -5
     -29,       6,      -3,      22,       8
    3240,     476,      20,       7,       4
    1347,    -155,     -14,      15,      17
    5066,     721,      25,       4,      19
     656,     293,       8,      20,      13
     247,     218,       5,      16,      12
    9265,     766,      34,       4,       2
    1620,     227,      14,      14,      -9
    2954,     553,      19,       6,      15
     901,    -138,     -12,      20,      14
    2477,    -328,     -19,      20,      10
    1282,     305,      11,      30,       7
     316,     127,       7,       8,      -3
     -72,     -15,       3,       7,      -9
    1272,     287,      11,      30,       5
    4392,     533,      23,      11,       3
    1768,     371,      14,      18,       7
     300,     -37,      -7,       4,      13
    4151,     565,      22,      15,       9
    1745,     412,      13,      29,      14
      74,     237,       3,       8,      19
    7201,     678,      30,       4,       2
     -44,     -21,      -3,       7,       5
      16,      87,      -3,      19,      17
     476,     167,       8,      10,      -1
     596,     307,       7,      26,      17
    3242,     521,      20,       6,       9
    3771,     646,      22,      -2,      18
    6741,     800,      29,       2,      18
   14485,    1144,      43,      -6,      22
    9759,     950,      35,       0,      20
     808,     184,      10,      13,      -4
    3875,     606,      21,      17,      16
    7745,     588,      30,      22,      -8
     200,     345,       3,      19,      31
    5074,     843,      24,      16,      35
     106,      17,       2,      46,      -3
    1137,     422,      11,      15,      20
      -5,     241,       4,     -11,      17
     -19,      26,       2,      20,      -2
     376,     307,       7,       4,      17
    6780,     755,      29,       4,      13
    3381,     647,      20,       9,      23
     120,     201,       3,      19,      15
    1563,     461,      14,       3,      17
     985,     409,      10,      17,      21
    1887,     322,      13,      41,       4
    1513,     484,      13,      12,      22
    7491,     710,      29,      27,       8
    1613,     376,      13,      22,      10
      94,     311,      -1,      21,      37
     -99,      44,       2,       2,       0
    2116,     352,      16,      11,       0
     998,     449,      11,       4,      23
    3421,     512,      20,      14,       8
     -76,     117,       0,       0,      13
     -25,      79,       4,      -1,      -1
     123,     110,       5,       8,       0
    2726,     653,      17,      20,      31
    1979,     379,      16,       3,       3
    2631,     662,      17,      15,      32
    7303,     921,      30,       3,      29
    2911,     468,      18,      20,       8
    -109,     161,       2,     -13,      13
    5194,     649,      25,      10,      11
    -102,      85,       1,      -1,       7
    7142,     773,      29,      15,      15
     217,     258,       6,       0,      14
     129,     142,       4,      16,       6
    2461,     572,      17,       9,      22
     431,     244,       7,      13,      10
     176,     127,       7,      -6,      -3
    1136,     408,      12,       3,      16
    2516,     491,      17,      14,      13
     283,     326,       5,      13,      24
     732,     410,       8,      21,      26
    6335,     760,      28,       4,      16
     216,      57,      -6,      12,      21
     288,     240,       6,       9,      12
    2697,     423,      18,      11,       3
    1196,     327,      12,      10,       7
    9531,    1045,      34,       7,      33
    1352,     326,      14,      -5,       2
      27,      66,       3,      16,       0
     461,     208,       7,      18,       6
    3521,    -156,     -21,       2,      34
    1522,     385,      13,      16,      11
    1459,     358,      13,      13,       8
    1571,     353,      14,       7,       5
    7776,     822,      30,      19,      18
     146,      33,       6,       6,     -11
    3387,     580,      19,      25,      18
     -34,      90,       0,      19,      10
    2127,     406,      16,      10,       6
    1299,     358,      13,       3,       8
     272,     114,       6,      15,      -2
     -54,     -39,      -3,      31,       3
    7470,     687,      30,      12,       3
     705,     203,       8,      29,       3
    2762,     643,      19,      -5,      25
     -43,      -6,       3,      11,      -8
     123,     295,       4,       3,      23
     426,     289,       7,      10,      15
     194,      -7,       5,      25,     -13
      47,     102,       3,      16,       4
     -44,     133,       4,      -8,       5
    3416,     710,      20,       9,      30
    2331,     194,      17,      13,     -20
     197,     200,       5,      11,      10
     -24,     135,       0,      14,      15
     486,     307,       7,      15,      17
    1350,     277,      13,       9,      -1
    1336,     389,      14,      -8,       9
    3284,     431,      20,      10,      -1
    9266,     875,      32,      32,      19
    1672,     443,      14,      10,      15
    7996,     817,      31,      11,      15
    4837,     632,      23,      26,      14
     852,     329,       8,      36,      17
       2,      75,       3,      11,       1
    1246,     363,      12,      12,      11
      56,     275,      -1,      12,      33
     378,     353,       5,      23,      27
     886,     297,       9,      27,      11
     -65,      58,       1,      12,       4
    4704,     533,      23,      23,       3
     446,     127,       7,      21,      -3
     912,     269,      11,       5,       3
    4788,     474,      24,      13,      -6
    3398,     512,      20,      13,       8
     227,     182,       5,      16,       8
    1476,     331,      13,      15,       5
     930,     377,      11,       2,      15
     -61,     144,       0,       0,      16
    1656,     353,      14,      12,       5
    1041,     412,      13,     -15,      14
     857,     436,      10,       6,      24
    1608,     389,      14,       8,       9
    1421,     408,      12,      22,      16
     361,     258,       6,      16,      14
    1326,     233,      11,      36,      -1
    -197,    -130,      -1,      -2,     -12
     235,      21,      -6,      -1,      17
    7690,     817,      31,       2,      15
     783,     256,      10,       8,       4
    2134,     375,      15,      25,       5
     410,     425,       5,      22,      35
    2312,     501,      15,      31,      19
     654,     441,       9,       1,      27
     491,     190,       7,      22,       4
     389,    -202,     -10,      40,       2
    1829,     280,      16,      -2,      -8
    3732,     651,      21,      10,      21
    4748,     645,      24,       8,      13
    -131,     -40,      -1,       6,      -2
     -19,     112,       1,      16,      10
      44,    -119,      -5,       5,      -1
    1590,     277,      13,      24,      -1
     127,      70,      -5,      16,      20
      83,      97,       4,      13,       1
    1028,     346,      10,      23,      14
    1211,     300,      12,      12,       4
      30,     162,       0,      27,      18
    6464,     769,      28,       8,      17
     964,     287,      11,       8,       5
    1251,     264,      12,      16,       0
     288,      -1,      -7,      12,      17
    2571,     554,      17,      15,      20
    1892,     619,      13,      31,      37
     -78,      93,       3,      -4,       3
    1421,     408,      12,      22,      16
    2138,     447,      15,      23,      13
     -31,     158,      -1,       1,      20
    3189,     467,      20,       5,       3
    1155,     364,      10,      32,      16
     116,     215,       2,      26,      19
     456,     343,       7,      10,      21
    2017,     299,      14,      35,      -1
    1620,     357,      15,      -3,       3
    4535,     699,      24,      -1,      19
      49,     220,       1,      18,      22
    3077,     638,      20,      -4,      22
    2757,     436,      19,       0,       2
     123,    -190,      -7,      27,      -4
    1851,     398,      14,      22,      10
     200,     115,      -5,      -8,      25
      29,    -218,      -5,     -15,     -12
    4415,     434,      23,      14,      -8
    7174,     773,      29,      16,      15
     751,     409,      10,      -1,      21
    1110,     323,      11,      17,       9
    3886,     718,      22,       1,      26
    1251,     453,      12,       9,      21
      87,     282,       3,       6,      24
     -64,      19,      -2,      10,       7
    5368,     545,      26,       4,      -3
     726,     364,      10,      -1,      16
     366,     127,       7,      13,      -3
    2451,     442,      16,      26,      10
     394,     366,       6,      13,      26
    4889,     510,      24,      16,      -2
    1633,     268,      13,      27,      -2
     794,     383,       8,      28,      23
     -68,     139,       1,       0,      13
    6126,     729,      27,      12,      15
     -65,      86,      -1,       4,      12
    1256,     359,      11,      26,      13
    1090,     287,      11,      17,       5
     -19,      24,      -3,      15,      10
     415,     275,       8,      -1,      11
    2479,     424,      16,      28,       8
    7741,     902,      32,     -12,      22
    4637,     591,      24,       5,       7
     226,     281,       5,       9,      19
    -126,      27,       0,       0,       3
    3032,     535,      19,      10,      13
    1854,     357,      15,      10,       3
    9296,     955,      34,       2,      23
     842,     409,      10,       6,      21
    1834,     483,      15,       5,      17
   10524,     959,      35,      20,      21
    2200,     469,      16,      12,      13
     -51,      19,      -2,      23,       7
    7255,     894,      30,       2,      26
    2669,     486,      18,       8,      10
     331,     298,       7,       0,      16
    4521,     578,      23,      15,       8
     991,     336,      12,      -4,       8
    2074,     267,      15,      25,      -7
      -9,      42,      -3,      22,      12
    6713,     715,      28,      17,      11
    1196,     327,      12,      10,       7
     301,      82,       7,       9,      -8
    1038,     521,      11,       4,      31
    2058,     434,      14,      33,      14
    2691,     450,      18,      10,       6
    1197,     404,      11,      20,      18
    3105,     508,      19,      14,      10
     136,     142,       4,      17,       6
     -82,      41,      -1,       8,       7
     238,      75,      -6,       8,      23
     421,     244,       7,      12,      10
    5058,     757,      25,       3,      23
     671,     382,      10,      -6,      18
    3429,     624,      21,      -2,      18
     -21,     130,       1,      13,      12
     165,     -51,      -6,       9,       9
     258,     186,       6,       9,       6
     417,     375,       6,      15,      27
    3321,     539,      20,       9,      11
     -34,      85,       1,      16,       7
     202,     -12,       6,      15,     -16
     727,     162,       9,      20,      -4
     184,     178,       4,      21,      10
     181,     -60,      -6,       2,       8
    5565,     712,      25,      22,      18
    2002,     429,      15,      16,      11
    1286,     354,      12,      15,      10
    2146,     329,      17,       0,      -5
    1412,     187,      13,      16,     -11
     -69,     134,       2,      -2,      10
     857,     296,      11,       0,       6
    5459,     761,      26,       3,      21
     727,     202,      10,       6,      -2
    3560,     431,      20,      22,      -1
    1758,     289,      16,      -6,      -7
      66,     107,       2,      28,       7
     103,     138,       3,      22,       8
     774,     333,       9,      16,      15
     661,     302,       8,      20,      14
    1146,     372,      12,       5,      12
     963,     386,      11,       4,      16
     302,     245,       5,      21,      15
      87,      66,       3,      26,       0
    1461,     308,      14,       2,       0
    -109,     -53,      -2,       5,      -1
    7992,     871,      31,      10,      21
    3045,     558,      18,      24,      18
    3128,     391,      19,      18,      -3
    1604,     290,      14,      11,      -2
     574,     297,       9,       1,      11
    5092,     623,      23,      36,      13
     687,     198,       9,      15,       0
     -11,     153,       0,      15,      17
     421,     136,       7,      18,      -2
     -32,      45,       0,      28,       5
    3270,     381,      21,      -3,      -9
     228,     132,       6,       9,       0
    5706,     788,      26,      11,      24
     -44,      64,      -2,       5,      12
    4364,     623,      23,       8,      13
     730,     269,      11,      -8,       3
    2935,     400,      19,       9,      -2
    3596,     511,      22,      -6,       3
     331,     326,       5,      19,      24
    4251,     475,      22,      21,      -1
     221,     118,       7,      -1,      -4
    1905,     451,      16,      -3,      11
    5397,     712,      25,      16,      18
    2600,     391,      19,      -6,      -3
    -180,     -85,      -1,      -6,      -7
     193,     124,      -5,      -2,      26
    2806,     761,      17,      21,      43
    2591,     590,      17,      15,      24
    4365,     578,      23,       9,       8
     -54,     -11,       4,       2,     -11
    5283,     658,      25,      13,      12
    1535,     227,      14,       9,      -9
    2521,     522,      18,       0,      14
    6757,     651,      30,      -9,      -1
    4769,     650,      23,      23,      16
    8011,     821,      32,      -3,      13
    4755,     609,      24,       9,       9
   10891,     864,      36,      16,       8
     470,     276,       6,      27,      16
      56,      61,       4,      12,      -3
    3541,     521,      20,      19,       9
    1136,     489,      12,       0,      25
     590,     261,       9,       4,       7
     -44,     -21,      -3,      -7,       5
     798,     283,      10,       8,       7
    1531,     286,      13,      20,       0
    6021,     572,      26,      26,       0
    2872,     549,      18,      16,      17
      48,     247,       1,      14,      25
    -128,     -89,      -2,       6,      -5
    3181,    -444,     -21,      12,       2
     845,     391,      10,       7,      19
     -54,      26,       2,      13,      -2
    2381,     536,      17,       6,      18
    4076,     700,      22,       9,      24
   11034,     981,      36,      18,      21
     575,     234,       9,       4,       4
     688,     311,       8,      22,      15
    1056,     377,      11,      11,      15
    2151,     482,      17,      -4,      12
    3547,     750,      21,       0,      32
    1171,     471,      12,       3,      23
    3336,     409,      19,      27,      -1
       4,     234,       0,       5,      26
     596,     271,       7,      28,      13
       9,     148,       1,      18,      14
     667,     194,       8,      26,       2
     302,     245,       5,      21,      15
    2626,     545,      17,      18,      19
     665,     418,      10,      -8,      22
    5777,     707,      26,      15,      15
    3596,     579,      21,       6,      13
     426,     275,       8,       0,      11
    1472,     295,      13,      16,       1
    2423,     459,      18,      -3,       7
     961,     436,      10,      14,      24
      38,     198,       0,      23,      22
    4921,     519,      24,      17,      -1
     925,     324,       9,      29,      14
      31,     114,      -3,      18,      20
   10060,     865,      34,      24,      13
    1286,     327,      12,      16,       7
    2005,     460,      16,       2,      12
    2156,     424,      16,      11,       8
       0,    -209,      -5,       2,     -11
    6701,     805,      28,      15,      21
     224,     141,       6,       8,       1
    3476,     579,      21,       1,      13
    1371,     286,      13,      10,       0
    3515,     606,      21,       2,      16
    1271,     273,      12,      17,       1
     659,     126,       9,      16,      -8
    1061,     300,      12,       2,       4
      98,     291,       3,       7,      25
     126,     201,       3,      20,      15
    3597,     539,      20,      21,      11
     109,     -87,      -6,      21,       5
    -104,      45,       0,       4,       5
    3109,     436,      19,      16,       2
     156,     201,       3,      25,      15
     436,     217,       7,      15,       7
    1372,     547,      13,       1,      29
    8341,     911,      32,       5,      23
     818,     319,      10,       8,      11
     986,     408,      12,      -7,      16
     300,     223,       4,      34,      15
    5308,     703,      25,      13,      17
     671,      31,      10,       9,     -21
    1182,     -21,     -12,      -4,      27
     -76,    -151,      -4,      28,      -7
    2086,     362,      14,      37,       6
      17,     194,      -1,      15,      24
    3785,     660,      21,      12,      22
    1552,     227,      14,      10,      -9
    2267,     316,      16,      20,      -4
     885,    -183,     -12,      19,       9
     492,    -171,      -9,       5,       3
     -44,    -106,      -4,      21,      -2
    1921,     218,      14,      32,     -10
    2836,     522,      18,      15,      14
     191,     118,       7,      -4,      -4
     -39,     -46,       2,      24,     -10
    -114,     -53,      -2,       0,      -1
    1677,     330,      15,       1,       0
    1104,     439,      13,     -12,      17
     -64,       9,       0,      24,       1
    3049,     422,      20,       0,      -2
    5493,     509,      26,       9,      -7
    1361,     489,      12,      15,      25
    7406,     673,      31,      -4,      -1
     911,     435,      12,     -13,      19
     -48,     162,       0,       1,      18
      58,      74,      -4,      19,      18
    3332,     679,      19,      20,      29
    6303,     535,      28,       7,      -9
    5008,     667,      25,       3,      13
    7607,     746,      29,      30,      12
      44,      38,      -4,      13,      14
    7037,     584,      29,      15,      -6
    1246,     417,      12,      10,      17
     442,     284,       8,       1,      12
     -43,     117,       0,      11,      13
    -102,     -44,      -2,       7,       0
    2103,     384,      15,      23,       6
     961,     228,      12,      -2,      -4
     381,      -5,      -8,      17,      19
    2305,     487,      16,      17,      15
       8,     185,      -1,      13,      23
     678,     293,       8,      22,      13
