      w0,      w1,       x,       y,       z
     186,      84,      14,      12,       3
     187,      66,      11,       1,      11
     570,     132,      22,       0,      45
    -416,     -54,      -9,      18,      -8
    -240,     102,      17,     -10,      32
     168,     168,      28,      12,       0
      91,      84,      14,      19,       0
     139,     156,      26,      -5,      15
    -248,     -24,      -4,       4,     -12
     379,      48,       8,       7,      14
     386,      12,       2,      12,      11
     -32,     -78,     -13,      -2,      10
     439,      48,       8,      19,       8
     236,      48,       8,       0,      20
     134,      60,      10,       8,       3
     532,      66,      11,      18,      10
    -157,     -30,      -5,      17,      -3
     227,     108,      18,       3,       8
     138,      60,      10,       0,       9
      29,      72,      12,      -7,       6
    1138,      48,       8,      36,      13
    1462,      54,       9,      20,      28
    -425,      78,      13,      13,     -14
     633,     132,      22,       9,      18
    -365,      48,       8,       7,     -17
     194,      78,      13,      14,       3
     442,      60,      10,      16,       9
     246,     198,      33,       0,       6
      49,      54,       9,      -9,      -2
     733,     180,      30,      25,       9
     180,     -24,      -4,      12,       6
     262,      54,       9,      10,       7
     778,      18,       3,      16,      18
     498,     -36,      -6,      14,      14
     357,     144,      24,       5,      11
     322,      66,      11,       2,      19
     559,     168,      28,      19,       8
      43,      84,      14,      19,      -1
      25,     -36,      -6,      -3,      19
     460,     198,      33,       4,      15
      -5,      66,      11,      13,      -2
      97,      30,       5,      23,       1
      37,      54,       9,      -5,      -5
    -212,      60,      10,     -10,      25
     -71,      36,       6,      25,      -2
     346,      66,      11,       6,      13
     103,      36,       6,      23,       1
     632,     156,      26,      12,      14
     451,     126,      21,      13,       9
    -125,      54,       9,      13,      -5
     287,      66,      11,       9,       8
      27,     132,      22,       3,      -6
    1163,     114,      19,      21,      20
      86,      54,       9,      -4,      24
      63,      60,      10,      15,       0
     -41,     -54,      -9,       5,       1
      85,      60,      10,       9,       1
     916,      36,       6,      34,      11
      28,      60,      10,       0,      -2
     374,     144,      24,      14,       6
     230,     114,      19,      14,       3
     182,     114,      19,       0,       8
    2519,      72,      12,      27,      38
     492,      54,       9,       8,      17
     557,      42,       7,      23,       9
     -95,     -90,     -15,       7,       0
     536,      78,      13,      14,      12
    1063,       0,       0,      35,      13
     112,     108,      18,      -2,       3
     387,      96,      16,      23,       5
      30,      42,       7,      -4,       2
     285,     126,      21,      11,       5
    1003,      30,       5,      13,      27
     353,     138,      23,       3,      14
     304,       6,       1,       2,      22
     769,     102,      17,      31,       9
     280,      42,       7,      12,       7
      70,      54,       9,      -2,       5
     493,      42,       7,       7,      19
     301,     114,      19,       7,       8
     583,     150,      25,       5,      22
     145,     -36,      -6,      13,       5
     812,      12,       2,      14,      21
     364,      36,       6,      10,      11
