      w0,      w1,       x,       y,       z
    -125,     622,      28,      21,       7
    -278,    1192,      13,       4,      12
    -252,     428,      23,      -1,       6
    -345,     -44,      12,      -1,       2
    -260,    1160,      11,      12,      12
    -241,    1484,       4,      27,      14
    -287,     950,      10,       8,      11
    -295,      76,      22,      -2,      -2
    -104,    1852,      27,      21,      14
    -275,    1286,      22,      14,     -13
    -421,     -68,      -8,      11,       6
    -336,    -240,       3,      19,       0
    -258,     -82,      13,      22,      -1
    -193,     380,      20,      19,       6
    -378,    1936,      21,      -7,     -16
    -284,     724,       7,      15,      10
    -196,    4350,      11,      17,      23
    -325,      26,       4,      15,       5
    -282,     -38,      13,      18,      -3
    -485,    -294,     -16,      10,       5
    -160,    4864,      19,      11,      24
     -78,   10776,      21,      16,      36
    -257,    1612,      12,       9,      14
    -283,     -26,      10,      17,       3
    -225,     560,      16,      16,       8
    -343,    1952,       2,       3,      16
    -222,     106,       9,      32,       5
    -204,     736,      27,       2,       8
    -304,    1710,       3,      12,      15
    -358,     106,       9,      -2,       5
    -208,     492,      27,       3,       6
    -143,    4156,      22,      12,      22
    -118,    1594,      25,      22,      13
    -203,    5122,      10,      15,      25
    -186,    5588,      13,      13,      26
    -344,     562,       7,       1,       9
    -279,     528,      14,       6,       8
    -422,     222,      -3,      17,      -9
    -414,     806,       1,      -8,      11
    -298,    1742,       5,      10,      15
    -369,     604,      12,       5,     -10
    -226,    1466,      17,       9,      13
    -180,    1498,      19,      17,      13
    -223,    2290,       6,      25,      17
    -208,    2498,      19,       6,      17
    -127,    1270,      30,      13,      11
    -281,    1176,      12,       5,      12
    -263,     250,      18,       6,       5
    -478,    -108,      -3,       0,      -6
    -193,    5700,      20,      -1,      26
    -217,     688,      24,       4,       8
    -121,    3996,      12,      35,      22
    -228,     202,      15,      20,       5
    -262,      26,      17,      16,      -3
    -235,    1014,      14,      14,      11
      17,   14788,      34,      11,      42
    -372,    1710,       3,      -5,      15
    -414,    -170,       1,       0,       3
    -144,    1222,      27,      14,      11
    -356,     244,      19,      -8,      -6
    -137,    7114,      24,       3,      29
    -382,      24,       9,      -7,       4
    -370,    6088,     -11,       7,      28
    -254,     -16,      17,      15,       0
    -288,    2724,      15,      -8,      18
    -361,    -148,       8,       6,      -2
    -247,    5186,      14,      -3,      25
    -247,   12302,       2,       4,      39
    -267,    4028,      14,      -5,      22
    -255,    3272,      10,       7,      20
    -386,     936,      -3,       5,      12
    -146,    1076,      29,      11,      10
    -423,    -170,      -2,      11,      -5
    -172,    2288,      23,       9,      16
    -117,    2304,      24,      21,      16
     -19,    1866,      42,      17,      13
    -343,    -174,       6,      11,       1
    -130,    2384,      29,       9,      16
    -268,    2966,      11,       3,      19
    -343,    -192,       6,      12,       0
    -235,     206,       2,      39,       7
    -282,    2756,      17,     -10,      18
    -407,    -218,      -2,       7,       3
    -407,    -204,       2,       1,       2
    -450,    -406,     -23,      31,       5
    -246,     332,      17,      11,       6
    -315,      52,      18,      -4,       2
    -243,    1354,      10,      17,      13
    -256,     -60,      11,      23,       2
    -244,    2660,      11,      10,      18
    -261,    5380,       0,      17,      26
    -140,    7950,      15,      16,      31
    -228,      68,      19,      16,       2
    -488,     728,      -1,       0,     -12
    -172,     162,      27,      17,       1
    -195,     192,      30,       7,       0
    -353,     -98,      12,       0,      -1
    -320,    3498,       3,       2,      21
    -319,     206,       2,      18,       7
    -304,     108,       3,      21,       6
    -369,    -270,       0,      15,       1
    -204,    2224,      19,       8,      16
    -174,    7420,      13,      12,      30
    -215,    7870,      10,       6,      31
    -347,      40,      10,       0,       4
    -345,     302,       8,       1,       7
    -323,     204,      30,     -23,      -2
    -153,    2046,      24,      13,      15
    -272,    2370,      11,       4,      17
    -355,    5284,      -6,       4,      26
    -305,    1726,       4,      10,      15
    -269,     -78,      12,      19,       1
    -291,    1162,      -2,      26,      13
    -363,    -150,       6,      10,      -3
    -299,    2080,      10,       0,      16
    -335,    1516,       6,       0,      14
    -152,    1788,      23,      16,      14
    -311,     558,      18,       8,      -9
    -255,     964,      22,      -4,      10
    -234,     150,      21,      10,       3
    -420,    -252,      -1,       3,       2
    -270,     512,      13,      10,       8
    -329,    2194,       0,       9,      17
    -440,     160,      -9,       6,       8
    -219,   15030,       6,       0,      43
    -324,    1968,       3,       6,      16
    -271,       0,      18,       9,       0
    -216,    2660,      11,      17,      18
    -255,    2836,      22,     -12,      18
    -350,    -126,       9,       4,       1
    -289,      50,      20,       0,       1
    -390,    -422,     -11,      33,      -3
     -47,    8576,      22,      26,      32
    -377,     984,       0,       2,      12
    -176,     980,      23,      14,      10
    -257,     368,       4,      29,       8
    -213,    2048,       8,      25,      16
    -202,    3320,      13,      15,      20
    -290,    3256,       9,       0,      20
    -274,    8834,       5,      -2,      33
    -188,     296,      31,      11,      -4
    -262,    1064,       5,      22,      12
    -321,    2854,       4,       2,      19
    -138,     130,      25,      29,       1
    -371,    4078,      -6,       3,      23
    -385,     514,       4,      -4,       9
    -125,    1868,      28,      14,      14
    -269,    1790,       8,      12,      15
    -350,     -18,      17,      -8,      -1
    -330,       2,      17,      -5,       1
    -359,    -154,       2,      12,       3
    -151,    1464,      30,       6,      12
    -369,    1126,      12,       8,     -13
    -268,    2242,       3,      19,      17
    -140,    4670,      31,      -4,      23
    -398,     436,     -11,      18,      10
    -319,     482,       2,      16,       9
    -389,     304,       0,       3,       8
    -280,    1306,       7,      13,      13
    -416,      94,      -5,       6,       7
    -242,    2466,      17,       1,      17
    -208,     672,      23,       8,       8
    -469,    -248,      -8,       1,       4
    -326,    -260,       1,      27,      -2
    -364,    3724,      -5,       4,      22
    -131,    2142,      30,       8,      15
    -437,    -364,      -8,      11,       2
      55,   15510,      36,      16,      43
    -394,     320,       1,       0,       8
    -216,     478,      19,      14,       7
    -111,    2272,      22,      26,      16
    -235,      18,      18,      17,       1
    -250,    3320,      13,       3,      20
    -171,    3272,      10,      28,      20
    -275,     220,      10,      16,       6
    -284,     416,       7,      17,       8
    -367,     952,      -2,       8,      12
    -371,     270,       6,      -2,       7
    -378,      84,       9,       4,      -6
    -431,     -28,       2,       3,      -6
    -296,     222,       3,      22,       7
    -305,     -98,      12,      12,      -1
    -302,     756,       9,       7,      10
    -181,   11226,      12,       5,      37
    -353,    2790,       0,       1,      19
    -273,    2548,       4,      15,      18
    -238,     820,      13,      16,      10
    -372,    -240,       3,      10,       0
    -209,    2982,      12,      16,      19
    -169,    1304,      20,      19,      12
    -286,       2,      17,       6,       1
    -317,     252,      12,       2,       6
    -372,    1582,      -5,       9,      15
    -412,    1646,      -1,      -8,      15
    -342,     204,       9,       1,       6
    -261,     496,      12,      14,       8
    -219,      64,      22,      15,       0
    -251,    6424,      10,       0,      28
    -224,    1434,      15,      13,      13
    -370,    -260,       1,      16,      -2
    -251,    3674,      14,       0,      21
    -413,     174,       0,      -2,       7
    -208,     428,      23,      10,       6
    -137,    2514,      20,      22,      17
    -364,     138,      11,      -7,       5
    -292,     -30,      15,       8,       1
    -184,    2788,      19,      11,      18
    -344,    2596,       7,      -8,      18
    -211,    1208,      14,      19,      12
    -378,     178,       9,       5,      -7
    -394,     842,      17,      -9,     -11
    -322,    4914,      -3,       8,      25
    -217,     430,      16,      19,       7
    -124,    1626,      27,      17,      13
    -184,    3626,      11,      22,      21
    -439,    -204,       2,      -7,       2
    -303,    2226,       2,      12,      17
    -232,    5492,       7,      12,      26
    -333,    5814,       0,      -2,      27
    -221,     770,      20,       9,       9
    -328,    6586,      -9,      13,      29
    -175,    2336,      26,       3,      16
    -100,    2416,      31,      13,      16
    -470,    -298,      -7,       0,       3
    -353,      26,       4,       8,       5
    -440,    -286,      -1,      -1,       1
    -301,    2612,       8,       1,      18
    -224,    5202,      15,       1,      25
    -419,    -152,      -2,       3,       4
    -208,      80,      23,      16,       0
    -420,    3532,     -17,      11,      22
    -331,    4656,       6,      -9,      24
    -235,    7018,      18,     -11,      29
    -298,    -144,       9,      18,       0
    -501,     -94,      -8,       4,      -7
    -275,      -2,      18,       9,      -1
    -184,    7950,      15,       5,      31
    -133,    4816,      16,      23,      24
    -267,     104,      14,      13,       4
    -271,    1822,      10,       8,      15
    -499,     380,      -2,      -3,     -10
    -277,    1854,      12,       3,      15
    -208,    3416,      19,       3,      20
    -364,     108,       3,       6,       6
    -331,    -194,       6,      16,      -1
     -86,    6600,      21,      22,      28
    -378,     594,       9,     -11,       9
    -363,     156,       6,       1,       6
    -200,     980,      23,       8,      10
     -84,   13216,      19,      14,      40
    -133,    2304,      24,      17,      16
    -452,    1456,      -9,      27,     -16
    -272,    1288,      19,      -5,      12
    -189,    2804,      20,       8,      18
    -219,    1482,      18,       9,      13
    -282,    4318,       9,      -1,      23
    -304,    2178,      -1,      17,      17
    -355,    -320,      -2,      23,       0
    -336,     172,       7,       6,       6
    -385,     476,       4,      15,     -10
    -482,    1250,      -7,      15,     -15
    -327,      24,      14,       6,      -4
    -340,     626,      11,      -5,       9
    -314,    1678,       1,      13,      15
    -309,    1420,       0,      17,      14
    -502,    -412,     -11,       0,       2
    -308,     -74,       7,      16,       3
    -197,     200,      20,      20,       4
    -366,    1372,      -3,       8,      14
    -187,    1886,      14,      22,      15
    -258,     382,      13,      14,       7
    -230,    4318,       9,      12,      23
    -191,    3142,      22,       3,      19
    -288,      56,      11,      13,       4
    -163,     378,      26,      17,       5
    -232,     182,      23,       7,       3
    -120,     142,      27,      32,      -1
    -368,    2114,      -5,       8,      17
    -303,     186,      14,       3,       5
    -288,    2532,       3,      13,      18
    -307,      12,      18,       2,      -2
    -162,    4574,      25,       1,      23
    -388,     160,      -9,      19,       8
    -279,    1208,      14,       2,      12
    -318,    2806,       1,       8,      19
    -143,    5974,      10,      28,      27
    -123,    1836,      26,      18,      14
    -278,    2806,       1,      18,      19
    -375,     794,      14,       1,     -11
    -193,     706,      16,      23,       9
    -188,     260,      31,       5,       2
    -165,    5572,      12,      20,      26
    -227,    2950,      10,      15,      19
    -245,      84,      20,      10,       2
    -285,     578,       8,      14,       9
    -145,    6006,      12,      24,      27
    -107,    2900,      26,      18,      18
    -285,    3112,       0,      17,      20
    -323,      40,      10,       6,       4
    -286,     934,       9,      10,      11
    -366,      12,      -3,      16,       6
    -230,      36,      17,      19,       2
    -298,     842,      17,      15,     -11
    -351,    1888,      -2,       8,      16
    -350,     678,      -7,      22,      11
    -280,    1242,       3,      20,      13
    -316,      44,      -1,      25,       6
    -340,     350,      11,      -3,       7
    -371,     100,      10,       4,      -6
    -276,    2404,      -5,      30,      18
    -149,    3996,      12,      28,      22
    -182,    1012,      25,       9,      10
    -239,     334,      10,      24,       7
    -362,    3466,       1,      -5,      21
    -324,    3498,       3,       1,      21
    -448,    1212,     -13,       5,      14
    -134,    3126,      21,      19,      19
    -213,    2740,      16,       9,      18
    -175,    4526,      22,       3,      23
    -394,     556,       9,       4,     -10
    -406,    -156,       5,      -4,       2
    -311,    1162,      -2,      21,      13
    -262,    4318,       9,       4,      23
    -237,    1740,      20,       0,      14
    -108,    3222,      27,      15,      19
    -220,    2224,      19,       4,      16
    -347,    5846,       2,      -9,      27
    -319,     -12,      14,       2,       2
    -365,       8,       8,      -1,       4
    -318,    2146,      -3,      17,      17
    -357,    1000,      16,       3,     -12
    -305,     -56,       4,      21,       4
    -275,    2580,       6,      11,      18
    -324,     350,      11,       1,       7
    -289,    2790,       0,      17,      19
    -363,    -384,      -6,      28,       0
    -266,     820,      13,       9,      10
    -300,     626,      11,       5,       9
    -297,     132,      12,      19,      -6
    -147,    3674,      14,      26,      21
    -193,    3706,      16,      11,      21
     -77,    3302,      32,      14,      19
